,isin,company_name,industry_rating,market_cap
1429,INE640A01023,SKF India Limited,Industrial Products,Small Cap
1430,US83088M1027,SKYWORKS SOLUTIONS INC COM,Semiconductors,Unknown
1431,JP3162600005,SMC Corp,Industrial Machinery & Supplies & Components,Unknown
1432,INE294B01019,SML Isuzu Limited,"Agricultural, Commercial & Construction Vehicles",Small Cap
1433,INE812G01025,SMS Pharmaceuticals Limited,Pharmaceuticals & Biotechnology,Small Cap
1434,INE647A01010,SRF Limited,Chemicals & Petrochemicals,Mid Cap
1435,US78467J1007,SS&C Technologies Holdings Inc,Data Processing & Outsourced Services,Unknown
1436,IE00BFY8C754,STERIS PLC,Health Care Equipment,Unknown
1437,INE089C01029,STERLITE TECHNOLOGIES LIMITED,Telecom -  Equipment & Accessories,Small Cap
1438,INE1VXE01018,STL NETWORKS LIMITED **,Telecom - Services,Unknown
1439,INE142Q01026,SULA VINEYARDS LIMITED,Beverages,Small Cap
1440,INE764L01010,Sadbhav Infrastructure Project Ltd.,Construction,Small Cap
1441,INE429E01023,Safari Industries (India) Ltd.,Consumer Durables,Small Cap
1442,INE229C01021,Sagar Cements Ltd.,Cement & Cement Products,Small Cap
1443,INE0W2G01015,Sagility India Limited,IT - Services,Small Cap
1444,INE570L01029,Sai Life Sciences Limited,Pharmaceuticals & Biotechnology,Small Cap
1445,INE438K01021,Sai Silks (Kalamandir) Limited,Retailing,Small Cap
1446,INE170V01027,Salasar Techno Engineering Limited,Industrial Manufacturing,Small Cap
1447,US79466L3024,Salesforce Inc,Application Software,Unknown
1448,INE12NJ01018,Sambhv Steel Tubes Ltd,Industrial Products,Unknown
1449,INE08U801020,Samhi Hotels Ltd.,Leisure Services,Small Cap
1450,INE148I01020,Sammaan Capital Limited,Finance,Small Cap
1451,INE775A01035,Samvardhana Motherson International Limited,Auto Components,Large Cap
1452,INE775A08105,Samvardhana Motherson International Ltd. **,Auto Components,Unknown
1453,INE0JPD01013,Sanathan Textiles Limited,Textiles & Apparels,Small Cap
1454,INE278H01035,Sandhar Technologies Ltd.,Auto Components,Small Cap
1455,KYG7800X1079,Sands China Ltd,Casinos & Gaming,Unknown
1456,INE149K01016,Sandur Manganese And Iron Ores Ltd,Consumable Fuels,Small Cap
1457,INE495C01010,Sangam (India) Limited,Textiles & Apparels,Small Cap
1458,INE999B01013,Sanghi Industries Limited,Cement & Cement Products,Small Cap
1459,INE989A01032,Sanghvi Movers Limited,Commercial Services & Supplies,Small Cap
1460,INE0UOS01011,Sanofi Consumer Healthcare India Ltd,Pharmaceuticals & Biotechnology,Small Cap
1461,INE058A01010,Sanofi India Limited,Pharmaceuticals & Biotechnology,Small Cap
1462,INE953O01021,Sansera Engineering Limited,Auto Components,Small Cap
1463,INE806T01020,Sapphire Foods India Limited,Leisure Services,Small Cap
1464,INE385C01021,Sarda Energy & Minerals Limited,Ferrous Metals,Small Cap
1465,INE979A01025,Saregama India Limited,Entertainment,Small Cap
1466,INE231F01020,Sasken Technologies Limited,IT - Services,Small Cap
1467,INE019J01013,Sastasundar Ventures Limited,Healthcare Services,Small Cap
1468,INE836B01017,Satin Creditcare Network Limited,Finance,Small Cap
1469,INE035D01020,Savita Oil Technologies Ltd.,Petroleum Products,Small Cap
1470,INE513A01022,Schaeffler India Limited,Auto Components,Mid Cap
1471,INE0AQ201015,Schloss Bangalore Limited,Leisure Services,Small Cap
1472,AN8068571086,Schlumberger Ltd,Oil & Gas Equipment & Services,Unknown
1473,INE839M01018,Schneider Electric Infrastructure Limited,Electrical Equipment,Small Cap
1474,IE00BKVD2N49,Seagate Technology Holdings PLC,"Technology Hardware, Storage & Peripherals",Unknown
1475,INE497B01018,Seamec Limited,Transport Services,Small Cap
1476,KYG8020E1199,Semiconductor Manufacturing International Corp,Semiconductors,Unknown
1477,US8168511090,Sempra Energy,Multi-Utilities,Unknown
1478,INE602W01027,Senco Gold Ltd.,Consumer Durables,Small Cap
1479,INE0RB801010,Senores Pharmaceuticals Ltd,Pharmaceuticals & Biotechnology,Small Cap
1480,KYG8062L1041,SenseTime Group Inc,Application Software,Unknown
1481,INE807F01027,Sequent Scientific Ltd.,Pharmaceuticals & Biotechnology,Small Cap
1482,US81762P1021,ServiceNow Inc,Systems Software,Unknown
1483,INE630A01024,Seshasayee Paper and Boards Limited,"Paper, Forest & Jute Products",Small Cap
1484,INE151G01028,Shaily Engineering Plastics Ltd.,Industrial Products,Small Cap
1485,INE908D01010,Shakti Pumps (India) Ltd.,Industrial Products,Small Cap
1486,INE597J01018,Shalby Limited,Healthcare Services,Small Cap
1487,INE274V01019,Shankara Building Products Limited,Retailing,Small Cap
1488,INE631A01022,Shanthi Gears Limited,Industrial Manufacturing,Small Cap
1489,INE221J01015,Sharda Cropchem Ltd.,Fertilizers & Agrochemicals,Small Cap
1490,INE597I01028,Sharda Motor Industries Ltd.,Auto Components,Small Cap
1491,INE932X01026,Share India Securities Ltd.,Capital Markets,Small Cap
1492,KYG8068L1086,SharkNinja INC,Household Appliances,Unknown
1493,INE916U01025,Sheela Foam Ltd.,Consumer Durables,Small Cap
1494,KYG8087W1015,Shenzhou International Group Holdings Ltd,"Apparel, Accessories and Luxury Goods",Unknown
1495,US8243481061,Sherwin-Williams Co/The,Specialty Chemicals,Unknown
1496,INE024F01011,Shilchar Technologies Ltd,Electrical Equipment,Small Cap
1497,INE790G01031,Shilpa Medicare Ltd.,Pharmaceuticals & Biotechnology,Small Cap
1498,JP3371200001,Shin Etsu Chemical Co,Specialty Chemicals,Unknown
1499,INE109A01011,Shipping Corporation Of India Limited,Transport Services,Small Cap
1500,INE386D01027,Shivalik Bimetal Controls Ltd.,Industrial Products,Small Cap
1501,CA82509L1076,Shopify Inc,Internet & Direct Marketing Retail,Unknown
1502,INE498B01024,Shoppers Stop Ltd.,Retailing,Small Cap
1503,INE070A01015,Shree Cement Limited,Cement & Cement Products,Large Cap
1504,INE087H01022,Shree Renuka Sugars Limited,Agricultural Food & other Products,Small Cap
1505,INE721A01047,Shriram Finance Limited,Finance,Large Cap
1506,INE526E01018,Shriram Pistons & Rings Ltd.,Auto Components,Small Cap
1507,INE217L01019,Shriram Properties Limited,Realty,Small Cap
1508,INE810G01011,Shyam Metalics and Energy Limited,Industrial Products,Small Cap
1509,INE1NPP01017,Siemens Energy India Limited,Electrical Equipment,Large Cap
1510,INE003A01024,Siemens Limited,Electrical Equipment,Large Cap
1511,INE0D0K01022,Sigachi Industries Limited,Pharmaceuticals & Biotechnology,Small Cap
1512,INE903U01023,SignatureGlobal (India) Limited,Realty,Small Cap
1513,US8288061091,Simon Property Group Inc,Retail REITs,Unknown
1514,INE325D01025,Sindhu Trade Links Ltd.,Transport Services,Small Cap
1515,KYG8167W1380,Sino Biopharmaceutical Ltd,Pharmaceuticals,Unknown
1516,CNE100000FN7,Sinopharm Group Co Ltd,Health Care Distributors,Unknown
1517,INE792Z01011,Sirca Paints India Limited,Consumer Durables,Small Cap
1518,INE076B01028,Siyaram Silk Mills Limited,Textiles & Apparels,Small Cap
1519,INE439E01022,Skipper Ltd.,Electrical Equipment,Small Cap
1520,INE01IU01018,Sky Gold And Diamonds Limited,Consumer Durables,Small Cap
1521,IE00028FXN24,Smurfit WestRock plc,Paper & Plastic Packaging Products & Materials,Unknown
1522,US8330341012,Snap-on Inc,Industrial Machinery & Supplies & Components,Unknown
1523,INE671H01015,Sobha Limited,Realty,Small Cap
1524,INE343H01029,Solar Industries India Limited,Chemicals & Petrochemicals,Large Cap
1525,INE624Z01016,Solara Active Pharma Sciences Limited,Pharmaceuticals & Biotechnology,Small Cap
1526,US83444M1018,Solventum Corp,Health Care Supplies,Unknown
1527,INE355A01028,Somany Ceramics Ltd.,Consumer Durables,Small Cap
1528,INE073K01018,Sona BLW Precision Forgings Limited,Auto Components,Mid Cap
1529,INE269A01021,Sonata Software Limited,IT - Software,Small Cap
1530,JP3435000009,Sony Group Corporation,Consumer Electronics,Unknown
1531,US8356993076,Sony Group Corporation - ADR,Consumer Electronics,Unknown
1532,US8425871071,Southern Co/The,Electric Utilities,Unknown
1533,US84265V1052,Southern Copper Corp,Metals & Mining,Unknown
1534,US8447411088,Southwest Airlines Co,Passenger Airlines,Unknown
1535,INE572J01011,Spandana Sphoorty Financial Ltd.,Finance,Small Cap
1536,INE572J20011,Spandana Sphoorty Financial Ltd.R** A**,Finance,Unknown
1537,LU1778762911,Spotify Technology SA,Movies & Entertainment,Unknown
1538,US85208M1027,Sprouts Farmers Market Inc,Food Retail,Unknown
1539,US8545021011,Stanley Black & Decker Inc,Industrial Machinery & Supplies & Components,Unknown
1540,INE01A001028,Stanley Lifestyles Limited,Consumer Durables,Small Cap
1541,INE460H01021,Star Cement Ltd,Cement & Cement Products,Small Cap
1542,INE575P01011,Star Health And Allied Insurance Company Limited,Insurance,Small Cap
1543,US8552441094,Starbucks  (US),Restaurants,Unknown
1544,INE062A01020,State Bank of India,Banks,Large Cap
1545,US8574771031,State Street Corp,Asset Management & Custody Banks,Unknown
1546,INE114A01011,Steel Authority of India Limited,Ferrous Metals,Mid Cap
1547,US8581191009,Steel Dynamics Inc,Steel,Unknown
1548,INE802C01033,Steel Strips Wheels Limited,Auto Components,Small Cap
1549,INE00M201021,Sterling And Wilson Renewable Energy Limited,Construction,Small Cap
1550,INE334A01023,Sterling Tools Limited,Auto Components,Small Cap
1551,INE00IN01015,Stove Kraft Limited,Consumer Durables,Small Cap
1552,INE939A01011,Strides Pharma Science Limited,Pharmaceuticals & Biotechnology,Small Cap
1553,US8636671013,Stryker Corp,Health Care Equipment,Unknown
1554,INE239C01020,Stylam Industries Ltd.,Consumer Durables,Small Cap
1555,INE189B01011,Styrenix Performance Materials Limited,Chemicals & Petrochemicals,Small Cap
1556,INE287B01021,Subros Ltd.,Industrial Products,Small Cap
1557,INE659A01023,Sudarshan Chemical Industries Limited,Chemicals & Petrochemicals,Small Cap
1558,INE258G01013,Sumitomo Chemical India Limited,Fertilizers & Agrochemicals,Small Cap
1559,JP3407400005,Sumitomo Elec Indust,Automotive Parts & Equipment,Unknown
1560,HK0016000132,Sun Hung Kai Properties,Diversified Real Estate Activities,Unknown
1561,INE232I01014,Sun Pharma Advanced Research Co. Ltd,Pharmaceuticals & Biotechnology,Small Cap
1562,INE044A01036,Sun Pharmaceutical Industries Limited,Pharmaceuticals & Biotechnology,Large Cap
1563,INE424H01027,Sun TV Network Limited,Entertainment,Small Cap
1564,INE0Q3R01026,Sundaram Clayton DCD Ltd.,Auto Components,Small Cap
1565,INE202Z01029,Sundaram Finance Holdings Limited,Finance,Small Cap
1566,INE660A01013,Sundaram Finance Limited,Finance,Mid Cap
1567,INE387A01021,Sundram Fasteners Limited,Auto Components,Small Cap
1568,INE209A01019,Sundrop Brands Ltd,Agricultural Food & other Products,Small Cap
1569,INE947A01014,Sunflag Iron & Steel Company Ltd.,Industrial Products,Small Cap
1570,KYG8586D1097,Sunny Optical Tech,Electronic Components,Unknown
1571,INE805D01034,Sunteck Realty Ltd.,Realty,Small Cap
1572,US86800U3023,Super Micro Computer Inc,"Technology Hardware, Storage & Peripherals",Unknown
1573,INE399C01030,Suprajit Engineering Limited,Auto Components,Small Cap
1574,INE195A01028,Supreme Industries Limited,Industrial Products,Mid Cap
1575,INE663A01033,Supreme Petrochem Ltd.,Chemicals & Petrochemicals,Small Cap
1576,INE07RO01027,Supriya Lifescience Ltd.,Pharmaceuticals & Biotechnology,Small Cap
1577,INE877V01027,Suraksha Diagnostic Limited,Healthcare Services,Small Cap
1578,INE335A01020,Surya Roshni Ltd.,Industrial Products,Small Cap
1579,INE428Q01011,Suryoday Small Finance Bank Limited,Banks,Small Cap
1580,INE495B01038,Suven Life Sciences Limited,Healthcare Services,Small Cap
1581,INE040H01021,Suzlon Energy Limited,Electrical Equipment,Mid Cap
1582,INE665A01038,Swan Energy Limited,Chemicals & Petrochemicals,Small Cap
1583,INE277A01016,Swaraj Engines Limited,Industrial Products,Small Cap
1584,INE00H001014,Swiggy Limited,Retailing,Mid Cap
1585,INE225D01027,Symphony Limited,Consumer Durables,Small Cap
1586,TW0006438005,Symtek Automation Asia Co. Ltd,Industrial Machinery & Supplies & Components,Unknown
1587,US87165B1035,Synchrony Financial,Consumer Finance,Unknown
1588,INE312C01025,Syncom Formulations India Limited,Pharmaceuticals & Biotechnology,Small Cap
1589,INE398R01022,Syngene International Limited,Healthcare Services,Small Cap
1590,US8716071076,Synopsys Inc,Application Software,Unknown
1591,INE0DYJ01015,Syrma SGS Technology Limited,Industrial Manufacturing,Small Cap
1592,US8718291078,Sysco Corp,Food Distributors,Unknown
1593,US74144T1088,T ROWE PRICE GROUP I,Asset Management & Custody Banks,Unknown
1594,US8725901040,T- Mobile Us Inc,Wireless Telecommunication Services,Unknown
1595,INE038F01029,T. V. Today Network Ltd.,Entertainment,Small Cap
1596,INE673O01025,TBO Tek Limited,Leisure Services,Small Cap
1597,INE586V01016,TCI Express Ltd.,Transport Services,Small Cap
1598,INE822C01015,TCPL PACKAGING LIMITED,Industrial Products,Small Cap
1599,INE419M01027,TD Power Systems Ltd.,Electrical Equipment,Small Cap
1600,JP3538800008,TDK Corp,Electronic Components,Unknown
1601,IE000IVNQZ81,TE Connectivity plc,Electronic Manufacturing Services,Unknown
1602,INE011K01018,TEGA INDUSTRIES LIMITED,Industrial Manufacturing,Small Cap
1603,US8807701029,TERADYNE INC,Semiconductor Equipment,Unknown
1604,INE064A01026,TIMEX GROUP INDIA LIMITED,Consumer Durables,Small Cap
1605,US8725401090,TJX ORD,Apparel Retail,Unknown
1606,US87256C1018,TKO Group Holdings,Movies & Entertainment,Unknown
1607,US8936411003,TRANSDIGM GROUP INC,Aerospace & Defense,Unknown
1608,US89400J1079,TRANSUNION,Household Appliances,Unknown
1609,INE910C01018,TTK Healthcare Limited,Diversified,Small Cap
1610,INE690A01028,TTK Prestige Limited,Consumer Durables,Small Cap
1611,INE105A01035,TVS Holdings Limited,Finance,Small Cap
1612,INE494B01023,TVS Motor Company Limited,Automobiles,Large Cap
1613,INE421C01016,TVS Srichakra Limited,Auto Components,Small Cap
1614,INE395N01027,TVS Supply Chain Solutions Ltd.,Transport Services,Small Cap
1615,US9024941034,TYSON FOODS INC,Packaged Foods & Meats,Unknown
1616,TW0002330008,Taiwan Semiconductor Manufacturing Co Ltd,Semiconductors,Unknown
1617,US8740391003,Taiwan Semiconductor Sp ADR,Semiconductors,Unknown
1618,INE586B01026,Taj GVK Hotels & Resorts Limited,Leisure Services,Small Cap
1619,US8740541094,Take-Two Interactive Software Inc,Software,Unknown
1620,INE668A01016,Tamilnad Mercantile Bank Limited,Banks,Small Cap
1621,INE107A01015,Tamilnadu Newsprint & Papers Ltd.,"Paper, Forest & Jute Products",Small Cap
1622,INE639B01015,Tanfac Industries Limited,Chemicals & Petrochemicals,Small Cap
1623,INE483C01032,Tanla Platforms Limited,IT - Software,Small Cap
1624,US8760301072,Tapestry Inc,"Apparel, Accessories and Luxury Goods",Unknown
1625,INE0EK901012,Tarc Ltd.,Realty,Small Cap
1626,US87612G1013,Targa Resources Corp,Oil & Gas Storage & Transportation,Unknown
1627,US87612E1064,Target Corp,Consumer Staples Merchandise Retail,Unknown
1628,INE144Z01023,Tarsons Products Limited,Healthcare Equipment & Supplies,Small Cap
1629,INE488B01017,Tasty Bite Eatables Limited,Food Products,Small Cap
1630,INE092A01019,Tata Chemicals Limited,Chemicals & Petrochemicals,Small Cap
1631,INE151A01013,Tata Communications Limited,Telecom - Services,Mid Cap
1632,INE467B01029,Tata Consultancy Services Limited,IT - Software,Large Cap
1633,INE192A01025,Tata Consumer Products Limited,Agricultural Food & other Products,Large Cap
1634,INE670A01012,Tata Elxsi Limited,IT - Software,Mid Cap
1635,INE672A01018,Tata Investment Corporation Limited,Finance,Mid Cap
1636,INE155A01022,Tata Motors Limited,Automobiles,Large Cap
1637,INE245A01021,Tata Power Company Limited,Power,Large Cap
1638,INE081A01020,Tata Steel Limited,Ferrous Metals,Large Cap
1639,INE142M01025,Tata Technologies Limited,IT - Services,Small Cap
1640,INE517B01013,Tata Teleservices (Maharashtra) Limited,Telecom - Services,Small Cap
1641,INE0GK401011,Tatva Chintan Pharma Chem Ltd.,Chemicals & Petrochemicals,Small Cap
1642,INE985S01024,TeamLease Services Limited,Commercial Services & Supplies,Small Cap
1643,INE669C01036,Tech Mahindra Limited,IT - Software,Large Cap
1644,INE285K01026,Techno Electric & Engineering Company Limited,Construction,Small Cap
1645,INE545H01011,Technocraft Industries (India) Ltd,Industrial Products,Small Cap
1646,HK0669013440,Techtronic Industries Co Ltd.,Industrial Machinery & Supplies & Components,Unknown
1647,INE010J01012,Tejas Networks Limited,Telecom - Equipment & Accessories,Small Cap
1648,US8793601050,Teledyne Technologies Inc,Electronic Equipment & Instruments,Unknown
1649,KYG875721634,Tencent Holdings Ltd.,Interactive Media & Services,Unknown
1650,KYG875771134,Tencent Music Entertainment Gr,media and entertainment,Unknown
1651,JP3546800008,Terumo Corp,Health Care Equipment,Unknown
1652,US88160R1014,Tesla Inc,Automobile Manufacturers,Unknown
1653,US8825081040,Texas Instrument Inc,Semiconductors,Unknown
1654,US88262P1021,Texas Pacific Land Corporation,Oil & Gas Exploration & Production,Unknown
1655,INE621L01012,Texmaco Rail & Engineering Ltd.,Industrial Manufacturing,Small Cap
1656,US8832031012,Textron Inc,Aerospace & Defense,Unknown
1657,INE085J01014,Thangamayil Jewellery Ltd.,Consumer Durables,Small Cap
1658,INE294Z01018,The Anup Engineering Limited,Industrial Manufacturing,Small Cap
1659,US0640581007,The Bank of New York Mellon Corporation,Asset Management & Custody Banks,Unknown
1660,US1255231003,The Cigna Group,Health Care Services,Unknown
1661,US1890541097,The Clorox Company,Consumer Non Durables,Unknown
1662,INE04TZ01018,The Ethos Ltd.,Consumer Durables,Small Cap
1663,INE171A01029,The Federal Bank Limited,Banks,Mid Cap
1664,INE017A01032,The Great Eastern Shipping Company Limited,Transport Services,Small Cap
1665,US4165151048,The Hartford Insurance Group Inc,Property & Casualty Insurance,Unknown
1666,HK0003000038,The Hong Kong China Gas Company Limited,Gas Utilities,Unknown
1667,INE383A01012,The India Cements Limited,Cement & Cement Products,Small Cap
1668,INE053A01029,The Indian Hotels Company Limited,Leisure Services,Large Cap
1669,INE168A01041,The Jammu & Kashmir Bank Limited,Banks,Small Cap
1670,INE614B01018,The Karnataka Bank Ltd.,Banks,Small Cap
1671,US61945C1036,The Mosaic Company Ltd,Fertilizers & Agricultural Chemicals,Unknown
1672,INE470Y01017,The New India Assurance Company Limited,Insurance,Small Cap
1673,INE725E01024,The Orissa Minerals Development Co.Ltd.,Minerals & Mining,Small Cap
1674,INE211B01039,The Phoenix Mills Limited,Realty,Mid Cap
1675,INE331A01037,The Ramco Cements Limited,Cement & Cement Products,Small Cap
1676,INE683A01023,The South Indian Bank Ltd.,Banks,Small Cap
1677,INE083B01024,Themis Medicare Limited,Pharmaceuticals & Biotechnology,Small Cap
1678,INE152A01029,Thermax Limited,Electrical Equipment,Mid Cap
1679,US8835561023,Thermo Fisher Scientific Inc,Life Sciences Tools & Services,Unknown
1680,INE338A01024,Thirumalai Chemicals Ltd,Chemicals & Petrochemicals,Small Cap
1681,INE332A01027,Thomas Cook (India) Ltd.,Leisure Services,Small Cap
1682,CA8849038085,Thomson Reuters Corp,Software,Unknown
1683,INE594H01019,Thyrocare Technologies Ltd.,Healthcare Services,Small Cap
1684,INE133E01013,Tilaknagar Industries Ltd.,Beverages,Small Cap
1685,INE508G01029,Time Technoplast Limited,Industrial Products,Small Cap
1686,INE325A01013,Timken India Limited,Industrial Products,Small Cap
1687,KYG8878S1030,Tingyi (Cayman Islands) Holdings Corp,Packaged Foods & Meats,Unknown
1688,INE015C01016,Tinna Rubber And Infrastructure Ltd.,Industrial Products,Small Cap
1689,INE716B01029,Tips Music Ltd.,Entertainment,Small Cap
1690,INE615H01020,Titagarh Rail Systems Limited,Industrial Manufacturing,Small Cap
1691,INE280A01028,Titan Company Limited,Consumer Durables,Large Cap
1692,JP3910660004,Tokio Marine Holdings Inc,Property & Casualty Insurance,Unknown
1693,JP3571400005,Tokyo Electron Ltd,Semiconductor Materials & Equipment,Unknown
1694,KYG8918W1069,Tongcheng-Elong Holdings Ltd.,"Hotels, Resorts & Cruise Lines",Unknown
1695,INE685A01028,Torrent Pharmaceuticals Limited,Pharmaceuticals & Biotechnology,Large Cap
1696,INE813H01021,Torrent Power Limited,Power,Mid Cap
1697,JP3633400001,Toyota Motor Corp,Automobile Manufacturers,Unknown
1698,US8923561067,Tractor Supply Co,Other Specialty Retail,Unknown
1699,INE0HMF01019,Tracxn Technologies Ltd,Commercial Services & Supplies,Small Cap
1700,US88339J1051,Trade Desk Inc,It - Services,Unknown
1701,IE00BK9ZQ967,Trane Technologies Plc,Building Products,Unknown
1702,INE763I01026,Transformers And Rectifiers (India) Limited,Electrical Equipment,Small Cap
1703,INE688A01022,Transport Corporation of India Ltd.,Transport Services,Small Cap
1704,INE454P01035,Transrail Lighting Ltd.,Electrical Equipment,Small Cap
1705,INE103V01028,Travel Food Services Limited,Leisure Services,Unknown
1706,US89417E1091,Travelers Cos Inc/The,Property & Casualty Insurance,Unknown
1707,INE849A01020,Trent Limited,Retailing,Large Cap
1708,INE064C01022,Trident Limited,Textiles & Apparels,Small Cap
1709,US8962391004,Trimble Inc,Electronic Equipment & Instruments,Unknown
1710,US89677Q1076,Trip.com Group Ltd,"Hotels, Resorts & Cruise Lines",Unknown
1711,KYG9066F1019,Trip.com Group Ltd.,"Hotels, Resorts & Cruise Lines",Unknown
1712,INE256C01024,Triveni Engineering & Industries Limited,Agricultural Food & other Products,Small Cap
1713,INE152M01016,Triveni Turbine Limited,Electrical Equipment,Small Cap
1714,US89832Q1094,Truist Financial Corp,Regional Banks,Unknown
1715,INE974X01010,Tube Investments of India Limited,Auto Components,Mid Cap
1716,US9022521051,Tyler Technologies Inc,Application Software,Unknown
1717,INE691A01018,UCO Bank,Banks,Mid Cap
1718,INE225C01029,UDAIPUR CEMENT WORKS,Cement & Cement Products,Small Cap
1719,US9026531049,UDR Inc,Multi-Family Residential REITs,Unknown
1720,INE244O01017,UNIPARTS INDIA LIMITED,Auto Components,Small Cap
1721,INE405E01023,UNO Minda Limited,Auto Components,Mid Cap
1722,INE628A01036,UPL Limited,Fertilizers & Agrochemicals,Mid Cap
1723,IN9628A01026,UPL Ltd.,Fertilizers & Agrochemicals,Unknown
1724,US9029733048,US Bancorp Inc,Banks,Unknown
1725,INE094J01016,UTI Asset Management Company Limited,Capital Markets,Small Cap
1726,US90353T1007,Uber Technologies Inc,Passenger Ground Transportation,Unknown
1727,INE516A01017,Uflex Limited,Industrial Products,Small Cap
1728,INE583D01011,Ugro Capital Limited,Finance,Small Cap
1729,INE551W01018,Ujjivan Small Finance Bank Ltd.,Banks,Small Cap
1730,US90384S3031,Ulta Beauty Inc,Other Specialty Retail,Unknown
1731,INE481G01011,UltraTech Cement Limited,Cement & Cement Products,Large Cap
1732,INE351A01035,Unichem Laboratories Ltd.,Pharmaceuticals & Biotechnology,Small Cap
1733,INE00U401027,Unicommerce eSolutions Limited,IT - Software,Small Cap
1734,INE0U3I01011,Unimech Aerospace and Manufacturing Ltd.,Aerospace & Defense,Small Cap
1735,INE692A01016,Union Bank of India,Banks,Large Cap
1736,US9078181081,Union Pacific Ord,Rail Transportation,Unknown
1737,US9100471096,United Airlines Holdings Ord,Passenger Airlines,Unknown
1738,INE686F01025,United Breweries Limited,Beverages,Mid Cap
1739,US9113121068,United Parcel Service Inc,Industrial Products,Unknown
1740,US9113631090,United Rentals Inc,Trading Companies & Distributors,Unknown
1741,INE854D01024,United Spirits Limited,Beverages,Large Cap
1742,US91324P1021,Unitedhealth Group Inc.,Managed Health Care,Unknown
1743,INE279A01012,Universal Cables Ltd,Industrial Products,Small Cap
1744,US9139031002,Universal Health Services Inc,Health Care Facilities,Unknown
1745,INE851I01011,Updater Services Ltd,Commercial Services & Supplies,Small Cap
1746,INE228A01035,Usha Martin Limited,Industrial Products,Small Cap
1747,INE735W01017,Utkarsh Small Finance Bank Ltd,Banks,Small Cap
1748,INE951I01027,V-Guard Industries Limited,Consumer Durables,Small Cap
1749,INE665J01013,V-Mart Retail Limited,Retailing,Small Cap
1750,INE764D01017,V.S.T Tillers Tractors Ltd.,"Agricultural, Commercial & Construction Vehicles",Small Cap
1751,INE945H01013,V2 Retail Limited,Retailing,Small Cap
1752,INE956G01038,VA Tech Wabag Limited,Other Utilities,Small Cap
1753,US92343E1029,VERISIGN INC COM,Internet Services & Infrastructure,Unknown
1754,US9256521090,VICI Properties Inc,Other Specialized REITs,Unknown
1755,INE054A01027,VIP Industries Ltd.,Consumer Durables,Small Cap
1756,INE366I01010,VRL Logistics Ltd.,Transport Services,Small Cap
1757,INE710A01016,VST Industries Limited,Cigarettes & Tobacco Products,Small Cap
1758,INE694D01016,Vadilal Industries Limited,Food Products,Small Cap
1759,INE884A01027,Vaibhav Global Ltd.,Consumer Durables,Small Cap
1760,INE051B01021,Vakrangee Limited,IT - Services,Small Cap
1761,US91913Y1001,Valero Energy Corporation Ltd,Oil & Gas Refining & Marketing,Unknown
1762,INE879I01012,Valor Estate Limited,Leisure Services,Small Cap
1763,US9229083632,Vanguard S&P 500 ETF,nan,Unknown
1764,INE050M01012,Vardhman Special Steels Ltd.,Industrial Products,Small Cap
1765,INE825A01020,Vardhman Textiles Limited,Textiles & Apparels,Small Cap
1766,INE665L01035,Varroc Engineering Limited,Auto Components,Small Cap
1767,INE200M01039,Varun Beverages Limited,Beverages,Large Cap
1768,INE825V01034,Vedant Fashions Limited,Retailing,Small Cap
1769,INE205A01025,Vedanta Limited,Diversified Metals,Large Cap
1770,US9224751084,Veeva Systems Inc,Health Care Technology,Unknown
1771,INE398A01010,Venky's (India) Limited,Food Products,Small Cap
1772,US92276F1003,Ventas Inc,Health Care REITs,Unknown
1773,INE781S01027,Ventive Hospitality Limited,Leisure Services,Small Cap
1774,INE0JA001018,Venus Pipes And Tubes Ltd.,Industrial Products,Small Cap
1775,US92338C1036,Veralto Corp,Environmental & Facilities Services,Unknown
1776,INE0IQ001011,Veranda Learning Solutions Ltd,Other Consumer Services,Small Cap
1777,US92345Y1064,Verisk Analytics Inc,Research & Consulting Services,Unknown
1778,US92343V1044,Verizon Communications Inc,Integrated Telecommunication Services,Unknown
1779,US92532F1003,Vertex Pharmaceuticals Inc,Biotechnology,Unknown
1780,INE386A01023,Vesuvius India Limited,Industrial Products,Small Cap
1781,US92556V1061,Viatris Inc.,Pharmaceuticals,Unknown
1782,INE632C01026,Vidhi Specialty Food Ingredients Limited,Chemicals & Petrochemicals,Small Cap
1783,INE043W01024,Vijaya Diagnostic Centre Limited,Healthcare Services,Small Cap
1784,INE579C01029,Vimta Labs Limited,Healthcare Services,Small Cap
1785,INE410B01037,Vinati Organics Ltd,Chemicals & Petrochemicals,Small Cap
1786,INE707A01012,Vindhya Telelinks Limited,Telecom - Services,Small Cap
1787,US92826C8394,Visa Inc,Transaction & Payment Processing Services,Unknown
1788,INE01EA01019,Vishal Mega Mart Limited,Retailing,Mid Cap
1789,INE270I01022,Vishnu Chemicals Limited,Chemicals & Petrochemicals,Small Cap
1790,INE0AE001013,Vishnu Prakash R Punglia Limited,Construction,Small Cap
1791,US92840M1027,Vistra Corp,Independent Power Producers & Energy Traders,Unknown
1792,TW0002455003,Visual Photonics Epitaxy Co Ltd,Semiconductor Materials & Equipment,Unknown
1793,INE669E01016,Vodafone Idea Limited,Telecom - Services,Mid Cap
1794,INE540H01012,Voltamp Transformers Limited,Electrical Equipment,Small Cap
1795,INE226A01021,Voltas Limited,Consumer Durables,Mid Cap
1796,US9291601097,Vulcan Materials Co,Construction Materials,Unknown
